stigmaID,plantID,slide#,cover,day,round,month,year,stigma#,dpurp_pollen,amocan_pollen,aster_pollen,dcand_pollen,unknown_hetero_pollen,date_processed,processed_by,notes
25ub_40_1_17july,25UB,40,r,17,2,July,2018,1,NA,NA,NA,NA,NA,9/25/2018,AR,repressed; tip torn likely on slide 180
25ub_40_2_17july,25UB,40,r,17,2,July,2018,2,NA,NA,NA,NA,NA,9/25/2018,AR,repressed tip torn
25ub_40_3_17july,25UB,40,r,17,2,July,2018,3,0,0,0,0,0,9/25/2018,AR,repressed
25ub_40_4_17july,25UB,40,r,17,2,July,2018,4,0,0,0,0,0,9/25/2018,AR,repressed
25ub_40_5_17july,25UB,40,r,17,2,July,2018,5,NA,NA,NA,NA,NA,9/25/2018,AR,repressed;tip torn
25ub_180_6_17july,25UB,180,r,17,2,July,2018,6,1,0,0,0,0,9/25/2018,AR,reslided;repressed; pollen originally on tip nearby
25ub_180_1_17july,25UB,180,l,17,2,July,2018,1,0,0,0,0,0,9/25/2018,AR,reslided;tip yellow but no pollen; possibly dislodged; moved; too many stigma per slide to press
25ub_180_2_17july,25UB,180,l,17,2,July,2018,2,0,0,0,0,0,9/25/2018,AR,reslided;moved; too many stigma per slide to press
25ub_180_3_17july,25UB,180,l,17,2,July,2018,3,NA,NA,NA,NA,NA,9/25/2018,AR,reslided;likely upper style of 25ub_40_1_17july; still not visible tip.
8b_41_1_17july,8B,41,l,17,2,July,2018,1,0,0,0,0,0,9/25/2018,AR,yellow tip but no pollen; dalpur pollen grain stuck to style
8b_41_2_17july,8B,41,l,17,2,July,2018,2,0,0,0,0,0,9/25/2018,AR,yellow tip but no pollen; dalpur pollen grain nearby
4b_41_1_17july,4B,41,r,17,2,July,2018,1,17,13,0,0,0,9/25/2018,AR,
4b_41_2_17july,4B,41,r,17,2,July,2018,2,4,0,0,0,0,9/25/2018,AR,
4b_41_3_17july,4B,41,r,17,2,July,2018,3,5,0,0,0,1,9/25/2018,AR,heterospecici likely pediomelum pollen grain
4b_41_4_17july,4B,41,r,17,2,July,2018,4,4,2,0,0,0,9/25/2018,AR,
4b_41_5_17july,4B,41,r,17,2,July,2018,5,NA,NA,NA,NA,NA,9/25/2018,AR,
2b_42_1_17july,2B,42,l,17,2,July,2018,1,5,2,0,0,0,9/25/2018,AR,repress; torn but all pollen around tip area originally on tip
2b_42_2_17july,2B,42,l,17,2,July,2018,2,1,2,0,0,3,9/25/2018,AR,
1b_42_1_17july,1B,42,r,17,2,July,2018,1,12,3,0,0,0,9/25/2018,AR,
1b_42_2_17july,1B,42,r,17,2,July,2018,2,5,1,0,0,0,9/25/2018,AR,
1b_42_3_17july,1B,42,r,17,2,July,2018,3,14,7,0,0,0,9/25/2018,AR,
9b_43_1_17july,9B,43,l,17,2,July,2018,1,2,0,0,0,0,9/25/2018,AR,repressed
9b_43_2_17july,9B,43,l,17,2,July,2018,2,13,0,0,0,0,9/25/2018,AR,repressed; stigma moved to new slide; tip damaged in move
9b_43_3_17july,9B,43,l,17,2,July,2018,3,6,4,0,0,0,9/25/2018,AR,repressed; pollen clump within one field of view @ 20x originally on stigma and disloged from repressing
9b_43_4_17july,9B,43,l,17,2,July,2018,4,9,1,0,0,0,9/25/2018,AR,repressed; pollen clump within one field of view @ 20x originally on stigma and disloged from repressing
9b_43_5_17july,9B,43,l,17,2,July,2018,5,0,0,0,0,0,9/25/2018,AR,repressed; yellow tip
9b_43_6_17july,9B,43,l,17,2,July,2018,6,22,0,0,0,0,9/25/2018,AR,repressed; pollen clump within one field of view @ 20x originally on stigma and disloged from repressing
9b_43_7_17july,9B,43,l,17,2,July,2018,7,11,2,0,0,0,9/25/2018,AR,repressed
9b_43_8_17july,9B,43,l,17,2,July,2018,8,0,0,0,0,0,9/25/2018,AR,repressed; yellow tip
9b_43_9_17july,9B,43,l,17,2,July,2018,9,9,1,0,0,0,9/25/2018,AR,repressed; pollen clump within one field of view @ 20x originally on stigma and disloged from repressing
9b_43_10_17july,9B,43,l,17,2,July,2018,10,12,8,0,0,0,9/25/2018,AR,repressed; pollen clump within one field of view @ 20x originally on stigma and disloged from repressing
9b_43_11_17july,9B,43,l,17,2,July,2018,11,11,2,0,0,0,9/25/2018,AR,repressed; pollen clump within one field of view @ 20x originally on stigma and disloged from repressing
9b_43_12_17july,9B,43,l,17,2,July,2018,12,16,5,0,0,0,9/25/2018,AR,repressed; pollen clump within one field of view @ 20x originally on stigma and disloged from repressing
6ub_43_1_17july,6UB,43,r,17,2,July,2018,1,0,0,0,0,0,9/25/2018,AR,
9b_182_1_17july,9B,182,l,17,2,July,2018,1,1,2,0,0,0,9/25/2018,AR,reslided; pollen may have moved
9b_182_2_17july,9B,182,l,17,2,July,2018,2,2,1,0,0,0,9/25/2018,AR,reslided; pollen may have moved
30ub_44_1_17july,30UB,44,l,17,2,July,2018,1,NA,NA,NA,NA,NA,9/28/2018,AR,tip torn
30ub_44_2_17july,30UB,44,l,17,2,July,2018,2,NA,NA,NA,NA,NA,9/28/2018,AR,tip torn
30ub_44_3_17july,30UB,44,l,17,2,July,2018,3,NA,NA,NA,NA,NA,9/28/2018,AR,tip torn
10b_44_1_18july,10B,44,r,18,2,July,2018,1,21,10,0,0,0,9/28/2018,AR,
10b_44_2_18july,10B,44,r,18,2,July,2018,2,NA,NA,NA,NA,NA,9/28/2018,AR,tip torn OR no lobes
7b_45_1_18july,7B,45,l,18,2,July,2018,1,14,0,0,0,0,9/28/2018,AR,
7b_45_2_18july,7B,45,l,18,2,July,2018,2,11,13,0,0,0,9/28/2018,AR,
7b_45_3_18july,7B,45,l,18,2,July,2018,3,8,0,0,0,0,9/28/2018,AR,
7b_45_4_18july,7B,45,l,18,2,July,2018,4,18,4,0,0,1,9/28/2018,AR,
7b_45_5_18july,7B,45,l,18,2,July,2018,5,9,1,0,0,0,9/28/2018,AR,
9ub_45_1_18july,9UB,45,r,18,2,July,2018,1,NA,NA,NA,NA,NA,9/28/2018,AR,tip torn OR no lobes developed yet
9ub_45_2_18july,9UB,45,r,18,2,July,2018,2,NA,NA,NA,NA,NA,9/28/2018,AR,tip torn OR no lobes developed yet
4ub_46_1_18july,4UB,46,l,18,2,July,2018,1,20,1,0,0,0,9/28/2018,AR,
4ub_46_2_18july,4UB,46,l,18,2,July,2018,2,16,3,1,0,0,9/28/2018,AR,
4ub_46_3_18july,4UB,46,l,18,2,July,2018,3,18,5,0,0,0,9/28/2018,AR,
2ub_46_1_18july,2UB,46,r,18,2,July,2018,1,20,3,0,0,0,9/28/2018,AR,
2ub_46_2_18july,2UB,46,r,18,2,July,2018,2,40,0,0,0,2,9/28/2018,AR,heteros maybe 2 very dehydrated dalpur but hard to tell
2ub_46_3_18july,2UB,46,r,18,2,July,2018,3,42,0,0,0,1,9/28/2018,AR,heteros maybe very dehydrated dalpur but hard to tell
2ub_46_4_18july,2UB,46,r,18,2,July,2018,4,34,2,0,0,0,9/28/2018,AR,
2ub_183_5_18july,2UB,183,l,18,2,July,2018,5,27,2,1,0,0,9/28/2018,AR,repressed; originally counted while still on slide 46 but pressed off edge while repressing
2b_47_1_18july,2B,47,l,18,2,July,2018,1,8,5,0,0,0,9/28/2018,AR,repress; pollen on tip within one field of view @ 20x
22b_47_1_18july,22B,47,r,18,2,July,2018,1,NA,NA,NA,NA,NA,9/28/2018,AR,
22b_47_2_18july,22B,47,r,18,2,July,2018,2,32,8,0,0,0,9/28/2018,AR,
26ub_48_1_18july,26UB,48,l,18,2,July,2018,1,0,0,4,0,1,9/28/2018,AR,hetero=mint pollen
12b_48_1_18july,12B,48,r,18,2,July,2018,1,NA,NA,NA,NA,NA,9/28/2018,AR,anther head on slide;tip appears torn; 1 amocan grain but will consider this torn because no lobes
12b_48_2_18july,12B,48,r,18,2,July,2018,2,2,10,0,0,3,9/28/2018,AR,anther head on slide
12b_48_3_18july,12B,48,r,18,2,July,2018,3,2,8,0,0,3,9/28/2018,AR,anther head on slide;hetero potentially pediomelum?
12b_48_4_18july,12B,48,r,18,2,July,2018,4,NA,NA,NA,NA,NA,9/28/2018,AR,anther head on slide; tip torn
12b_49_1_18july,12B,49,l,18,2,July,2018,1,0,0,0,0,0,9/28/2018,AR,
5b_49_1_18july,5B,49,r,18,2,July,2018,1,18,3,0,0,0,9/28/2018,AR,
5b_49_2_18july,5B,49,r,18,2,July,2018,2,6,1,0,0,0,9/28/2018,AR,
5b_49_3_18july,5B,49,r,18,2,July,2018,3,16,2,0,0,0,9/28/2018,AR,
5b_49_4_18july,5B,49,r,18,2,July,2018,4,3,0,0,0,0,9/28/2018,AR,
5b_50_1_18july,5B,50,l,18,2,July,2018,1,30,5,0,0,0,9/28/2018,AR,
11b_50_1_18july,11B,50,r,18,2,July,2018,1,33,13,0,0,0,9/28/2018,AR,repressed; pollen in one field of view at 20x around tip
11b_50_2_18july,11B,50,r,18,2,July,2018,2,22,19,0,0,1,9/28/2018,AR,
11b_50_3_18july,11B,50,r,18,2,July,2018,3,25,6,0,0,3,9/28/2018,AR,
6b_51_1_18july,6B,51,l,18,2,July,2018,1,12,3,0,1,0,9/28/2018,AR,
6b_51_2_18july,6B,51,l,18,2,July,2018,2,24,4,0,0,0,9/28/2018,AR,
6b_51_3_18july,6B,51,l,18,2,July,2018,3,16,1,1,0,0,9/28/2018,AR,
6b_51_1_18july,6B,51,r,18,2,July,2018,1,7,1,2,0,0,9/28/2018,AR,
6b_51_2_18july,6B,51,r,18,2,July,2018,2,NA,NA,NA,NA,NA,9/28/2018,AR,
6b_51_3_18july,6B,51,r,18,2,July,2018,3,21,11,0,0,1,9/28/2018,AR,
18ub_52_1_18july,18UB,52,l,18,2,July,2018,1,8,0,1,0,0,9/28/2018,AR,counted before pressing; pollen highly displaced; one field of view right at 10x
18ub_52_2_18july,18UB,52,l,18,2,July,2018,2,0,0,0,7,0,9/28/2018,AR,pollen highly displaced from pressing! Top right of field of view at 10x
16b_52_1_18july,16B,52,r,18,2,July,2018,1,1,4,0,0,0,9/28/2018,AR,stigma disrupted from repressing
16b_52_2_18july,16B,52,r,18,2,July,2018,2,6,20,0,0,1,9/28/2018,AR,dehydrated dalpur look a bit large
16b_52_3_18july,16B,52,r,18,2,July,2018,3,9,5,0,0,0,9/28/2018,AR,
16b_52_4_18july,16B,52,r,18,2,July,2018,4,8,10,0,0,0,9/28/2018,AR,
21ub_53_1_18july,21UB,53,l,18,2,July,2018,1,NA,NA,NA,NA,NA,9/28/2018,AR,tip removed
15ub_53_1_18july,15UB,53,r,18,2,July,2018,1,0,0,0,0,0,9/28/2018,AR,
15ub_53_2_18july,15UB,53,r,18,2,July,2018,2,11,2,0,0,0,9/28/2018,AR,
15ub_53_3_18july,15UB,53,r,18,2,July,2018,3,11,0,0,0,0,9/28/2018,AR,
12ub_54_1_july2018,12UB,54,l,18,2,July,2018,1,0,0,0,0,0,9/28/2018,AR,yellow tip; pollen maybe dislodged?
12ub_54_2_18july,12UB,54,l,18,2,July,2018,2,4,0,0,0,0,9/28/2018,AR,
19ub_54_1_18july,19UB,54,r,18,2,July,2018,1,4,0,0,0,0,9/28/2018,AR,at edge!
19ub_54_2_18july,19UB,54,r,18,2,July,2018,2,NA,NA,NA,NA,NA,9/28/2018,AR,
19ub_54_3_18july,19UB,54,r,18,2,July,2018,3,2,2,0,0,18,9/28/2018,AR,
19ub_55_1_18july,19UB,55,l,18,2,July,2018,1,0,0,0,0,0,9/28/2018,AR,
19ub_55_2_18july,19UB,55,l,18,2,July,2018,2,3,0,0,2,2,9/28/2018,AR,removed by pressing; one field of view to right of stigma; good view of the highly expanded pale dalpur grain
19ub_55_3_18july,19UB,55,l,18,2,July,2018,3,1,5,1,1,4,9/28/2018,AR,highly expanded dalpur grain
19ub_55_4_18july,19UB,55,l,18,2,July,2018,4,3,2,0,0,5,9/28/2018,AR,
19ub_55_1_18,19UB,55,r,18,2,July,2018,1,5,8,0,0,7,10/2/2018,AR,repressed; pollen in one field of view at 20xwas originally on stigma
19ub_55_2_18july,19UB,55,r,18,2,July,2018,2,NA,NA,NA,NA,NA,10/2/2018,AR,
19ub_55_3_18july,19UB,55,r,18,2,July,2018,3,6,1,0,0,1,10/2/2018,AR,repressed; pollen in one field of view @ 20x originally on stigma; 1 hetero may be very ugly dehyrdated dalea
19ub_55_4_18july,19UB,55,r,18,2,July,2018,4,0,1,0,0,0,10/2/2018,AR,
17b_56_1_18july,17B,56,l,18,2,July,2018,1,10,10,0,0,1,10/2/2018,AR,no right side to this slide; anther pressed not stigma
17b_56_2_18july,17B,56,l,18,2,July,2018,2,11,14,1,0,2,10/2/2018,AR,displaced 2 dalpur grains while pressing
19b_57_1_18july,19B,57,l,18,2,July,2018,1,9,8,0,0,0,10/2/2018,AR,no right side to this slide; anther pressed not stigma
16ub_58_1_18july,16UB,58,l,18,2,July,2018,1,11,0,0,0,0,10/2/2018,AR,
17ub_58_1_18july,17UB,58,r,18,2,July,2018,1,0,1,0,0,0,10/2/2018,AR,
28ub_59_1_18july,28UB,59,l,18,2,July,2018,1,NA,NA,NA,NA,NA,10/2/2018,AR,
28ub_59_2_18july,28UB,59,l,18,2,July,2018,2,1,0,0,0,1,10/2/2018,AR,nearby pollen directly above could have been knocked off
28ub_59_3_18july,28UB,59,l,18,2,July,2018,3,17,22,0,0,1,10/2/2018,AR,
28ub_59_4_18july,28UB,59,l,18,2,July,2018,4,3,7,14,0,2,10/2/2018,AR,
28ub_59_1_18july,28UB,59,r,18,2,July,2018,1,18,3,0,0,0,10/2/2018,AR,
24b_60_1_18july,24B,60,l,18,2,July,2018,1,0,2,0,0,1,10/2/2018,AR,
24b_60_2_18july,24B,60,l,18,2,July,2018,2,0,24,0,0,0,10/2/2018,AR,
30ub_60_1_18july,30UB,60,r,18,2,July,2018,1,8,4,0,1,0,10/2/2018,AR,
4b_61_1_18july,4B,61,l,18,2,July,2018,1,5,6,0,0,0,10/2/2018,AR,
4b_61_2_18july,4B,61,l,18,2,July,2018,2,22,2,0,0,0,10/2/2018,AR,
27ub_61_1_18july,27UB,61,r,18,2,July,2018,1,19,0,0,0,0,10/2/2018,AR,
27ub_61_2_18july,27UB,61,r,18,2,July,2018,2,6,0,0,0,1,10/2/2018,AR,
7ub_62_1_18july,7UB,62,l,18,2,July,2018,1,NA,NA,NA,NA,NA,10/2/2018,AR,stigma tip torn
7ub_62_2_18july,7UB,62,l,18,2,July,2018,2,2,0,0,0,0,10/2/2018,AR,
12b_62_1_18july,12B,62,r,18,2,July,2018,1,3,0,1,0,0,10/2/2018,AR,
30b_63_1_18july,30B,63,l,18,2,July,2018,1,4,34,5,0,0,10/2/2018,AR,
9b_63_1_18july,9B,63,r,18,2,July,2018,1,10,1,0,0,0,10/2/2018,AR,
9b_63_2_18july,9B,63,r,18,2,July,2018,2,9,3,0,0,0,10/2/2018,AR,
9b_63_3_18july,9B,63,r,18,2,July,2018,3,7,2,0,0,0,10/2/2018,AR,top view of dehydrated amorpha
27b_64_1_18july,27B,64,l,18,2,July,2018,1,10,29,0,0,0,10/2/2018,AR,
27b_64_2_18july,27B,64,l,18,2,July,2018,2,17,18,0,0,1,10/2/2018,AR,
20b_64_1_18july,20B,64,r,18,2,July,2018,1,10,20,0,0,0,10/2/2018,AR,
20b_64_2_18july,20B,64,r,18,2,July,2018,2,19,19,0,0,2,10/2/2018,AR,
20b_64_3_18july,20B,64,r,18,2,July,2018,3,27,15,0,0,0,10/2/2018,AR,
20b_64_4_18july,20B,64,r,18,2,July,2018,4,3,6,0,0,0,10/2/2018,AR,repress; pollen nearby originally on stigma
20b_65_1_18july,20B,65,l,18,2,July,2018,1,14,8,0,0,0,10/2/2018,AR,
20b_65_2_18july,20B,65,l,18,2,July,2018,2,5,8,0,0,0,10/2/2018,AR,repress; pollen nearbywas displaced
25ub_65_1_18july,25UB,65,r,18,2,July,2018,1,NA,NA,NA,NA,NA,10/2/2018,AR,no lobes apparnet; tip likely torn
5ub_66_1_18july,5UB,66,l,18,2,July,2018,1,25,0,0,1,3,10/26/2018,GM,
5ub_66_2_18july,5UB,66,l,18,2,July,2018,2,12,3,0,0,0,10/26/2018,GM,
5ub_66_3_18july,5UB,66,l,18,2,July,2018,3,12,3,0,0,0,10/26/2018,GM,
25b_66_1_18july,25B,66,r,18,2,July,2018,1,NA,NA,NA,NA,NA,10/26/2018,GM,stigma tip appear to be broken off
25b_66_2_18july,25B,66,r,18,2,July,2018,2,3,0,0,0,2,10/26/2018,GM,
25b_66_3_18july,25B,66,r,18,2,July,2018,3,8,8,0,0,0,10/26/2018,GM,
1b_67_1_18july,1B,67,l,18,2,July,2018,1,16,8,0,0,0,10/26/2018,GM,
1b_67_2_18july,1B,67,l,18,2,July,2018,2,12,4,0,1,0,10/26/2018,GM,
23b_67_1_18july,23B,67,r,18,2,July,2018,1,2,46,0,0,4,10/26/2018,GM,"repressed, all pollen around stigma tip is from before it was repressed"
8b_68_1_18july,8B,68,l,18,2,July,2018,1,13,5,0,0,0,10/26/2018,GM,
8b_68_2_18july,8B,68,l,18,2,July,2018,2,4,0,0,0,1,10/26/2018,GM,
1ub_68_1_18july,1UB,68,r,18,2,July,2018,1,2,0,0,0,0,10/26/2018,GM,
1ub_68_2_18july,1UB,68,r,18,2,July,2018,2,10,0,0,0,2,10/26/2018,GM,
1ub_68_3_18july,1UB,68,r,18,2,July,2018,3,4,0,1,0,0,10/26/2018,GM,
1ub_69_1_18july,1UB,69,l,18,2,July,2018,1,4,0,0,0,0,10/26/2018,GM,
1ub_69_2_18july,1UB,69,l,18,2,July,2018,2,3,0,0,0,3,10/26/2018,GM,
24ub_69_1_18july,24UB,69,r,18,2,July,2018,1,15,1,0,0,0,10/26/2018,GM,
24ub_69_2_18july,24UB,69,r,18,2,July,2018,2,1,0,0,0,0,10/26/2018,GM,
17ub_70_1_18july,17UB,70,l,18,2,July,2018,1,3,2,0,0,0,10/26/2018,GM,
17ub_70_2_18july,17UB,70,l,18,2,July,2018,2,7,0,0,0,1,10/26/2018,GM,
17ub_70_3_18july,17UB,70,l,18,2,July,2018,3,0,0,0,0,0,10/26/2018,GM,
15ub_70_1_18july,15UB,70,r,18,2,July,2018,1,7,0,0,0,0,10/26/2018,GM,
15ub_70_2_18july,15UB,70,r,18,2,July,2018,2,1,0,0,0,0,10/26/2018,GM,
15ub_70_3_18july,15UB,70,r,18,2,July,2018,3,3,0,0,1,0,10/26/2018,GM,
15ub_71_1_18july,15UB,71,l,18,2,July,2018,1,NA,NA,NA,NA,NA,10/26/2018,GM,tip broken off
15ub_71_2_18july,15UB,71,l,18,2,July,2018,2,1,0,0,2,0,10/26/2018,GM,
15b_71_1_18july,15B,71,r,18,2,July,2018,1,4,0,0,0,0,10/26/2018,GM,
15b_71_2_18july,15B,71,r,18,2,July,2018,2,NA,NA,NA,NA,NA,10/26/2018,GM,no tip
15b_71_3_18july,15B,71,r,18,2,July,2018,3,19,0,0,0,0,10/26/2018,GM,
13b_72_1_18july,13B,72,l,18,2,July,2018,1,16,0,0,3,1,10/26/2018,GM,"repressed, pollen near stigma is from before being pressed"
13b_72_2_18july,13B,72,l,18,2,July,2018,2,9,1,0,0,0,10/26/2018,GM,
13b_72_3_18july,13B,72,l,18,2,July,2018,3,1,1,1,0,0,10/26/2018,GM,
2ub_72_1_18july,2UB,72,r,18,2,July,2018,1,3,0,0,0,0,10/26/2018,GM,
2ub_72_2_18july,2UB,72,r,18,2,July,2018,2,3,0,0,0,0,10/26/2018,GM,
2ub_72_3_18july,2UB,72,r,18,2,July,2018,3,3,1,0,0,0,10/26/2018,GM,
2ub_72_4_18july,2UB,72,r,18,2,July,2018,4,37,2,0,0,0,10/26/2018,GM,
2ub_73_1_18july,2UB,73,l,18,2,July,2018,1,3,0,1,0,0,10/26/2018,GM,
2ub_73_2_18july,2UB,73,l,18,2,July,2018,2,28,0,0,0,0,10/26/2018,GM,
2ub_73_3_18july,2UB,73,l,18,2,July,2018,3,20,0,0,0,0,10/26/2018,GM,
9ub_73_1_18july,9UB,73,r,18,2,July,2018,1,2,0,0,0,0,10/26/2018,GM,
9ub_73_2_18july,9UB,73,r,18,2,July,2018,2,2,0,0,1,0,10/26/2018,GM,
6ub_74_1_18july,6UB,74,l,18,2,July,2018,1,7,0,0,0,0,10/26/2018,GM,
6ub_74_2_18july,6UB,74,l,18,2,July,2018,2,15,0,1,0,0,10/26/2018,GM,
6ub_74_3_18july,6UB,74,l,18,2,July,2018,3,12,0,0,0,1,10/26/2018,GM,
17b_74_1_18july,17B,74,r,18,2,July,2018,1,24,1,0,2,1,10/26/2018,GM,
17b_74_2_18july,17B,74,r,18,2,July,2018,2,14,0,1,0,0,10/26/2018,GM,
4ub_75_1_21july,4UB,75,l,21,3,July,2018,1,5,0,0,0,0,10/26/2018,AK,
4ub_75_2_21july,4UB,75,l,21,3,July,2018,2,0,0,0,0,0,10/26/2018,AK,
4ub_75_3_21july,4UB,75,l,21,3,July,2018,3,6,0,0,1,0,10/26/2018,AK,"large dark form on stigma tip with pollen, unsure what it is"
4ub_75_1_21july,4UB,75,r,21,3,July,2018,1,12,2,1,0,0,10/26/2018,AK,
4ub_75_2_21july,4UB,75,r,21,3,July,2018,2,14,0,0,0,0,10/26/2018,AK,
16b_76_1_21july,16B,76,l,21,3,July,2018,1,NA,NA,NA,NA,NA,10/29/2018,GM,tip missing
16b_76_2_21july,16B,76,l,21,3,July,2018,2,19,1,0,1,0,10/29/2018,GM,
16b_76_3_21july,16B,76,l,21,3,July,2018,3,12,1,0,0,0,10/29/2018,GM,
16b_76_4_21july,16B,76,l,21,3,July,2018,4,17,0,0,0,0,10/29/2018,GM,
8ub_76_1_21july,8UB,76,r,21,3,July,2018,1,3,0,0,0,0,10/29/2018,GM,"1 amocan, 4 dpurp further down on stigma, but not on tip"
5ub_77_1_21july,5UB,77,l,21,3,July,2018,1,21,2,0,1,1,10/29/2018,GM,
1ub_77_1_21july,1UB,77,r,21,3,July,2018,1,11,0,0,0,0,10/29/2018,GM,
1ub_77_2_21july,1UB,77,r,21,3,July,2018,2,0,0,0,0,0,10/29/2018,GM,
1ub_77_3_21july,1UB,77,r,21,3,July,2018,3,11,0,0,0,0,10/29/2018,GM,
1ub_77_4_21july,1UB,77,r,21,3,July,2018,4,5,1,0,0,3,10/29/2018,GM,
1ub_78_1_21july,1UB,78,l,21,3,July,2018,1,4,0,0,1,0,10/29/2018,GM,
1ub_78_2_21july,1UB,78,l,21,3,July,2018,2,0,0,0,0,0,10/29/2018,GM,
1ub_78_3_21july,1UB,78,l,21,3,July,2018,3,2,0,0,0,1,10/29/2018,GM,
12b_78_1_21july,12B,78,r,21,3,July,2018,1,0,0,0,0,0,10/29/2018,GM,
12b_78_2_21july,12B,78,r,21,3,July,2018,2,1,1,0,0,1,10/29/2018,GM,
12b_78_3_21july,12B,78,r,21,3,July,2018,3,12,1,0,0,4,10/29/2018,GM,
12b_78_4_21july,12B,78,r,21,3,July,2018,4,7,2,1,2,1,10/29/2018,GM,
14b_79_1_21july,14B,79,l,21,3,July,2018,1,3,0,0,0,0,10/29/2018,GM,
14b_79_2_21july,14B,79,l,21,3,July,2018,2,0,0,0,0,0,10/29/2018,GM,
14b_79_3_21july,14B,79,l,21,3,July,2018,3,12,1,0,0,0,10/29/2018,GM,
14b_79_4_21july,14B,79,l,21,3,July,2018,4,0,0,0,0,0,10/29/2018,GM,
18ub_79_1_21july,18UB,79,r,21,3,July,2018,1,2,0,1,0,0,10/29/2018,GM,
19b_80_1_21july,19B,80,l,21,3,July,2018,1,19,4,0,0,0,10/29/2018,GM,
19b_80_2_21july,19B,80,l,21,3,July,2018,2,20,3,0,2,3,10/29/2018,GM,
4b_80_1_21july,4B,80,r,21,3,July,2018,1,15,2,1,0,8,10/29/2018,GM,
4b_80_2_21july,4B,80,r,21,3,July,2018,2,43,1,0,0,6,10/29/2018,GM,"repressed, pollen near stigma is from tip"
19ub_81_1_21july,19UB,81,l,21,3,July,2018,1,2,1,0,0,0,10/29/2018,GM,
19ub_81_2_21july,19UB,81,l,21,3,July,2018,2,0,0,1,0,0,10/29/2018,GM,
19ub_81_3_21july,19UB,81,l,21,3,July,2018,3,0,0,0,0,0,10/29/2018,GM,
19ub_81_4_21july,19UB,81,l,21,3,July,2018,4,0,0,0,0,0,10/29/2018,GM,
14ub_81_1_21july,14UB,81,r,21,3,July,2018,1,39,3,2,0,1,10/29/2018,GM,
14ub_81_2_21july,14UB,81,r,21,3,July,2018,2,33,0,2,2,2,10/29/2018,GM,
14ub_81_3_21july,14UB,81,r,21,3,July,2018,3,1,0,0,0,0,10/29/2018,GM,
4ub_82_1_21july,4UB,82,l,21,3,July,2018,1,26,2,0,2,0,10/29/2018,GM,
4ub_82_2_21july,4UB,82,l,21,3,July,2018,2,1,0,0,0,0,10/29/2018,GM,
20b_82_1_21july,20B,82,r,21,3,July,2018,1,11,1,0,4,0,10/29/2018,GM,
20b_82_2_21july,20B,82,r,21,3,July,2018,2,9,0,0,0,3,10/29/2018,GM,
20b_82_3_21july,20B,82,r,21,3,July,2018,3,26,0,0,0,0,10/29/2018,GM,
20b_83_1_21july,20B,83,l,21,3,July,2018,1,10,2,0,0,3,10/29/2018,GM,
20b_83_2_21july,20B,83,l,21,3,July,2018,2,7,2,0,0,3,10/29/2018,GM,
20b_83_3_21july,20B,83,l,21,3,July,2018,3,17,3,0,0,1,10/29/2018,GM,
20b_83_4_21july,20B,83,l,21,3,July,2018,4,17,2,0,0,1,10/29/2018,GM,
21b_83_1_21july,21B,83,r,21,3,July,2018,1,0,0,0,0,0,10/29/2018,GM,
27b_84_1_21july,27B,84,l,21,3,July,2018,1,18,6,3,0,0,10/29/2018,GM,
27b_84_2_21july,27B,84,l,21,3,July,2018,2,2,2,4,2,0,10/29/2018,GM,
27b_84_3_21july,27B,84,l,21,3,July,2018,3,10,4,2,0,0,10/29/2018,GM,
27b_84_4_21july,27B,84,l,21,3,July,2018,4,1,11,0,0,0,10/29/2018,GM,
25b_84_1_21july,25B,84,r,21,3,July,2018,1,0,0,0,0,0,10/29/2018,GM,
25b_84_2_21july,25B,84,r,21,3,July,2018,2,2,1,0,0,0,10/29/2018,GM,
23b_85_1_21july,23B,85,l,21,3,July,2018,1,0,0,0,0,0,10/29/2018,GM,
23b_85_2_21july,23B,85,l,21,3,July,2018,2,0,0,0,0,0,10/29/2018,GM,
23b_85_3_21july,23B,85,l,21,3,July,2018,3,8,2,0,0,0,10/29/2018,GM,
2b_85_1_21july,2B,85,r,21,3,July,2018,1,9,1,0,0,0,10/29/2018,GM,
2b_85_2_21july,2B,85,r,21,3,July,2018,2,6,0,0,0,0,10/29/2018,GM,
2b_85_3_21july,2B,85,r,21,3,July,2018,3,8,0,0,0,0,10/29/2018,GM,
7b_86_1_21july,7B,86,l,21,3,July,2018,1,2,0,0,0,0,10/29/2018,GM,
7b_86_2_21july,7B,86,l,21,3,July,2018,2,0,0,0,0,0,10/29/2018,GM,
10b_86_1_21july,10B,86,r,21,3,July,2018,1,16,0,0,0,0,10/29/2018,GM,
10b_86_2_21july,10B,86,r,21,3,July,2018,2,13,2,0,0,0,10/29/2018,GM,
10b_86_3_21july,10B,86,r,21,3,July,2018,3,23,0,0,0,0,10/29/2018,GM,
10b_86_4_21july,10B,86,r,21,3,July,2018,4,24,0,0,0,0,10/29/2018,GM,
10b_87_1_21july,10B,87,l,21,3,July,2018,1,25,0,1,0,3,10/29/2018,GM,
10b_87_2_21july,10B,87,l,21,3,July,2018,2,14,0,0,0,0,10/29/2018,GM,
10b_87_3_21july,10B,87,l,21,3,July,2018,3,21,0,3,0,0,10/29/2018,GM,
10b_87_4_21july,10B,87,l,21,3,July,2018,4,14,0,0,0,0,10/29/2018,GM,
