plantID,round,year,month,day,#bloom_flwheads,head1,head1_RF,head2,head2_RF,head3,head3_RF,head4,head4_RF,head5,head5_RF,#pre_flwheads,#post_flwheads,#stems,#stigma,observer,entered by,Column 18
22B,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,"MR, TE",AK,
25B,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,"MR, TE",AK,
21B,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"MR, TE",AK,
14UB,4,2018,July,23,1,18,R,0,0,0,0,0,0,0,0,4,0,2,2,"AR, GP",AK,
18UB,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,"AR, GP",AK,
20UB,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,"AR, GP",AK,
16UB,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,"AR, GP",AK,
34UB,4,2018,July,23,1,48,R,0,0,0,0,0,0,0,0,2,0,3,4,"AR, GP",AK,
13UB,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"AR, GP",AK,
15UB,4,2018,July,23,6,1,F,1,F,1,F,1,F,1,F,0,0,3,5,"AR, GP",AK,
17UB,4,2018,July,23,3,12,R,12,R,12,R,0,0,0,0,0,0,3,2,"AR, GP",AK,
19UB,4,2018,July,23,11,12,R,5,F,7,F,12,R,12,R,1,5,7,5,"AR, GP",AK,
31UB,4,2018,July,23,3,12,R,24,R,1,F,0,0,0,0,0,0,4,3,"AR, GP",AK,
32UB,4,2018,July,23,1,6,F,0,0,0,0,0,0,0,0,0,0,1,1,"AR, GP",AK,
1UB,4,2018,July,23,10,24,R,12,R,6,R,24,R,12,R,7,0,6,7,"AR, GP",AK,
10UB,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,"AR, GP",AK,
33UB,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"AR, GP",AK,
2UB,4,2018,July,23,2,12,R,12,R,0,0,0,0,0,0,0,7,2,0,"AR, GP",AK,
3UB,4,2018,July,23,2,24,R,36,R,0,0,0,0,0,0,0,0,2,5,"AR, GP",AK,
6UB,4,2018,July,23,2,18,R,18,R,0,0,0,0,0,0,1,0,3,4,"AR, GP",AK,
4UB,4,2018,July,23,2,12,R,12,R,0,0,0,0,0,0,0,0,2,2,"AR, GP",AK,
28B,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GP,ED,Missing  # stigma in datasheet; side notes are incomplete//AR 14Feb2019
26B,7,2018,August,1,2,5,F,12,R,0,0,0,0,0,0,0,0,2,0,GP,ED,Missing # stigma in datasheet; side notes are incomplete//AR 14Feb2019
27B,7,2018,August,1,1,5,F,0,0,0,0,0,0,0,0,0,3,1,0,GP,ED,Missing # stigma in datasheet; side notes are incomplete//AR 14Feb2019
38B,7,2018,August,1,2,7,F,4,F,0,0,0,0,0,0,0,0,2,0,GP,ED,Missing # stigma in datasheet; side notes are incomplete//AR 14Feb2019
24B,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,GP,ED,Missing # stigma in datasheet; side notes are incomplete//AR 14Feb2019
42B,7,2018,August,1,1,3,F,0,0,0,0,0,0,0,0,0,0,2,0,GP,ED,1 stem broken//Missing  # stigma in datasheet; side notes are incomplete//AR 14Feb2019
41B,7,2018,August,1,11,12,R,24,R,24,R,12,R,12,R,1,1,2,0,GP,ED,1 pre-flower head small//Missing  # stigma in datasheet; side notes are incomplete//AR 14Feb2019
37B,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,GP,ED,1 stem broken//Missing  # stigma in datasheet; side notes are incomplete//AR 14Feb2019
9UB,6,2018,July,30,1,2,F,0,0,0,0,0,0,0,0,0,1,1,1,AR,ED,"no flowers, but 1 stigma"
46UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,AR,ED,
8UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,AR,ED,
7UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,AR,ED,
5UB,6,2018,July,30,1,1,F,0,0,0,0,0,0,0,0,0,1,2,1,AR,ED,
4UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,AR,ED,
3UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,AR,ED,
2UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,AR,ED,
33UB,6,2018,July,30,1,12,R,0,0,0,0,0,0,0,0,1,0,2,0,AR,ED,no flower
10UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,AR,ED,
47UB,6,2018,July,30,1,12,R,0,0,0,0,0,0,0,0,0,0,1,1,AR,ED,
1UB,6,2018,July,30,3,1,F,2,F,1,F,0,0,0,0,1,14,6,1,AR,ED,
32UB,6,2018,July,30,1,6,R,0,0,0,0,0,0,0,0,0,0,1,1,AR,ED,
31UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,AR,ED,
48UB,6,2018,July,30,1,1,F,0,0,0,0,0,0,0,0,0,0,1,1,AR,ED,stigma: very herbiv.
6UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,AR,ED,
12B,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,AR,ED,
11B,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,AR,ED,
13B,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,AR,ED,
14B,6,2018,July,30,4,3,F,4,F,12,R,7,F,0,0,0,0,4,1,AR,ED,only 1R left at collect
15B,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,AR,ED,
45B,6,2018,July,30,1,12,R,0,0,0,0,0,0,0,0,0,0,1,1,AR,ED,stigma: had beetle herb.
36B,6,2018,July,30,1,18,R,0,0,0,0,0,0,0,0,0,0,1,2,AR,ED,
20B,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,AR,ED,
34B,6,2018,July,30,1,4,F,0,0,0,0,0,0,0,0,0,0,1,1,AR,ED,
43B,6,2018,July,30,1,6,R,0,0,0,0,0,0,0,0,2,0,2,0,AR,ED,stigma: beetle herb.
44B,6,2018,July,30,1,12,R,0,0,0,0,0,0,0,0,0,0,1,1,AR,ED,
19B,6,2018,July,30,3,4,F,5,F,4,F,0,0,0,0,0,0,1,3,AR,ED,
35B,6,2018,July,30,1,12,R,0,0,0,0,0,0,0,0,0,0,1,1,AR,ED,
16B,6,2018,July,30,10,6,F,6,F,12,R,12,R,12,R,0,0,4,5,AR,ED,
27B,6,2018,July,30,4,12,R,12,R,12,R,12,R,0,0,0,0,1,6,"MR, TE",ED,
41B,6,2018,July,30,13,12,R,12,R,12,R,12,R,12,R,0,1,2,1,"MR, TE",ED,
30UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,"MR, TE",ED,
37UB,6,2018,July,30,1,12,R,0,0,0,0,0,0,0,0,0,0,1,1,"MR, TE",ED,
28UB,6,2018,July,30,1,2,F,0,0,0,0,0,0,0,0,0,7,3,0,"MR, TE",ED,no stigmas on plant
42UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,"MR, TE",ED,
23UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,"MR, TE",ED,
21UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,"MR, TE",ED,
