plantID_OLD,plantID,year,month,day,round,plant_genus_sp,plant_genus,plant_species,#floral_units,observer,notes
UB10,10UB,2018,July,26,5,NA NA,NA,NA,NA,,
31UB,31UB,2018,July,26,5,Cor pal,Coreopsis,palmata,4,,
31UB,31UB,2018,July,26,5,Phl pil,Phlox,pilosa,1,,
32UB,32UB,2018,July,26,5,NA NA,NA,NA,NA,,
1UB,1UB,2018,July,26,5,NA NA,NA,NA,NA,,
22B,22B,2018,July,11,1,NA NA,NA,NA,NA,,
25B,25B,2018,July,11,1,NA NA,NA,NA,NA,,
29UB,29UB,2018,July,11,1,NA NA,NA,NA,NA,,
19UB,19UB,2018,July,11,1,NA NA,NA,NA,NA,,
12B,12B,2018,July,11,1,Ech ang,Echinacea,ang,1,,
9B,9B,2018,July,11,1,Lob spi,Lobelia,spicata,2,,
9B,9B,2018,July,11,1,Phl pil,Phlox,pilosa,2,,
9B,9B,2018,July,11,1,Amo can,Amorpha,canescens,2,,
9B,9B,2018,July,11,1,Cor pal,Coreopsis,palmata,2,,
5B,5B,2018,July,11,1,NA NA,NA,NA,NA,,
3B,3B,2018,July,11,1,NA NA,NA,NA,NA,,
10UB,10UB,2018,July,11,1,NA NA,NA,NA,NA,,
10B,10B,2018,July,11,1,NA NA,NA,NA,NA,,
7UB,7UB,2018,July,11,1,Eri str,Erigeron,strigosus,8,,
5UB,5UB,2018,July,11,1,Cor pal,Coreopsis,palmata,4,,
2UB,2UB,2018,July,11,1,Phl pil,Phlox,pilosa,1,,
8B,8B,2018,July,11,1,NA NA,NA,NA,NA,,
7B,7B,2018,July,11,1,NA NA,NA,NA,NA,,
6B,6B,2018,July,11,1,NA NA,NA,NA,NA,,
4B,4B,2018,July,11,1,NA NA,NA,NA,NA,,
2B,2B,2018,July,11,1,NA NA,NA,NA,NA,,
1B,1B,2018,July,11,1,NA NA,NA,NA,NA,,
9UB,9UB,2018,July,11,1,NA NA,NA,NA,NA,,
8UB,8UB,2018,July,11,1,NA NA,NA,NA,NA,,
6UB,6UB,2018,July,11,1,NA NA,NA,NA,NA,,
4UB,4UB,2018,July,11,1,NA NA,NA,NA,NA,,
3UB,3UB,2018,July,11,1,NA NA,NA,NA,NA,,
1UB,1UB,2018,July,11,1,NA NA,NA,NA,NA,,
20UB,20UB,2018,July,11,1,Lob spi,Lobelia,spicata,18,,
18UB,18UB,2018,July,11,1,Lob spi,Lobelia,spicata,5,,
17UB,17UB,2018,July,11,1,NA NA,NA,NA,NA,,
16UB,16UB,2018,July,11,1,Lob spi,Lobelia,spicata,11,,
15UB,15UB,2018,July,11,1,NA NA,NA,NA,NA,,
14UB,14UB,2018,July,11,1,NA NA,NA,NA,NA,,
13UB,13UB,2018,July,11,1,NA NA,NA,NA,NA,,
12UB,12UB,2018,July,11,1,NA NA,NA,NA,NA,,
11UB,11UB,2018,July,11,1,NA NA,NA,NA,NA,,
20B,20B,2018,July,11,1,Ped arg,Pediomelum,argophyllum,1,,
20B,20B,2018,July,11,1,Cor pal,Coreopsis,palmata,17,,
19B,19B,2018,July,11,1,NA NA,NA,NA,NA,,
18B,18B,2018,July,11,1,NA NA,NA,NA,NA,,
17B,17B,2018,July,11,1,NA NA,NA,NA,NA,,
16B,16B,2018,July,11,1,NA NA,NA,NA,NA,,
15B,15B,2018,July,11,1,NA NA,NA,NA,NA,,
14B,14B,2018,July,11,1,NA NA,NA,NA,NA,,
13B,13B,2018,July,11,1,NA NA,NA,NA,NA,,
11B,11B,2018,July,11,1,NA NA,NA,NA,NA,,
30B,30B,2018,July,11,1,NA NA,NA,NA,NA,,
29B,29B,2018,July,11,1,NA NA,NA,NA,NA,,
28B,28B,2018,July,11,1,NA NA,NA,NA,NA,,
27B,27B,2018,July,11,1,NA NA,NA,NA,NA,,
26B,26B,2018,July,11,1,NA NA,NA,NA,NA,,
24B,24B,2018,July,11,1,NA NA,NA,NA,NA,,
23B,23B,2018,July,11,1,NA NA,NA,NA,NA,,
21B,21B,2018,July,11,1,NA NA,NA,NA,NA,,
30UB,30UB,2018,July,11,1,Lob spi,Lobelia,spicata,21,,
30UB,30UB,2018,July,11,1,Amo can,Amorpha,canescens,1,,amorpha counted as a panicle or spike
30UB,30UB,2018,July,11,1,Dal can,Dalea,can,1,,
28UB,28UB,2018,July,11,1,Cor pal,Coreopsis,palmata,9,,
27UB,27UB,2018,July,11,1,NA NA,NA,NA,NA,,
26UB,26UB,2018,July,11,1,NA NA,NA,NA,NA,,
25UB,25UB,2018,July,11,1,NA NA,NA,NA,NA,,
24UB,24UB,2018,July,11,1,NA NA,NA,NA,NA,,
23UB,23UB,2018,July,11,1,NA NA,NA,NA,NA,,
22UB,22UB,2018,July,11,1,NA NA,NA,NA,NA,,
21UB,21UB,2018,July,11,1,NA NA,NA,NA,NA,,
B15,15B,2018,July,30,6,Lob spi,Lobelia,spicata,2,,
B45,45B,2018,July,30,6,NA NA,NA,NA,NA,,
B36,36B,2018,July,30,6,NA NA,NA,NA,NA,,
B20,20B,2018,July,30,6,NA NA,NA,NA,NA,,
B34,34B,2018,July,30,6,Ali ste,Allium,stellatum,2,,
B43,43B,2018,July,30,6,Ali ste,Allium,stellatum,1,,
B44,44B,2018,July,30,6,NA NA,NA,NA,NA,,
B19,19B,2018,July,30,6,NA NA,NA,NA,NA,,
B35,35B,2018,July,30,6,NA NA,NA,NA,NA,,
B16,16B,2018,July,30,6,NA NA,NA,NA,NA,,
B18,18B,2018,July,30,6,NA NA,NA,NA,NA,,
B17,17B,2018,July,30,6,Hel pau,Helianthus,pauciflorus,1,,
B10,10B,2018,July,30,6,NA NA,NA,NA,NA,,
B1,1B,2018,July,30,6,NA NA,NA,NA,NA,,
B48,48B,2018,July,30,6,NA NA,NA,NA,NA,,
B2,2B,2018,July,30,6,NA NA,NA,NA,NA,,
B46,46B,2018,July,30,6,NA NA,NA,NA,NA,,
B31,31B,2018,July,30,6,NA NA,NA,NA,NA,,
B4,4B,2018,July,30,6,NA NA,NA,NA,NA,,
B3,3B,2018,July,30,6,NA NA,NA,NA,NA,,
B9,9B,2018,July,30,6,NA NA,NA,NA,NA,,
B5,5B,2018,July,30,6,NA NA,NA,NA,NA,,
B32,32B,2018,July,30,6,NA NA,NA,NA,NA,,
B33,33B,2018,July,30,6,NA NA,NA,NA,NA,,
B47,47B,2018,July,30,6,NA NA,NA,NA,NA,,
B8,8B,2018,July,30,6,NA NA,NA,NA,NA,,
B7,7B,2018,July,30,6,NA NA,NA,NA,NA,,
B6,6B,2018,July,30,6,NA NA,NA,NA,NA,,
B7,7B,2018,July,30,6,NA NA,NA,NA,NA,,
B30,30B,2018,July,30,6,Lia pyc,Liatris,pycnostachya,2,,
B29,29B,2018,July,30,6,NA NA,NA,NA,NA,,
B40,40B,2018,July,30,6,NA NA,NA,NA,NA,,
B39,39B,2018,July,30,6,NA NA,NA,NA,NA,,
